state,district_number,year,democratic_vote_percentage,republican_vote_percentage,efficiency_gap,bias
MARYLAND,8,1978,51.27,48.73,-0.017,0.043
MASSACHUSETTS,1,1978,0.0,100.0,0.094,0.127
MASSACHUSETTS,2,1978,72.84,27.16,0.094,0.127
MASSACHUSETTS,3,1978,75.25,24.75,0.094,0.127
MASSACHUSETTS,4,1978,100.0,0.0,0.094,0.127
MASSACHUSETTS,5,1978,64.93,35.07,0.094,0.127
MASSACHUSETTS,6,1978,53.76,46.24,0.094,0.127
MASSACHUSETTS,7,1978,100.0,0.0,0.094,0.127
MASSACHUSETTS,8,1978,78.15,21.85,0.094,0.127
MASSACHUSETTS,9,1978,100.0,0.0,0.094,0.127
MASSACHUSETTS,10,1978,38.86,61.14,0.094,0.127
MASSACHUSETTS,11,1978,100.0,0.0,0.094,0.127
MASSACHUSETTS,12,1978,100.0,0.0,0.094,0.127
MICHIGAN,1,1978,92.87,7.13,0.0,-0.045
MICHIGAN,2,1978,31.88,68.12,0.0,-0.045
MICHIGAN,3,1978,51.33,48.67,0.0,-0.045
MICHIGAN,4,1978,28.59,71.41,0.0,-0.045
MICHIGAN,5,1978,49.64,50.36,0.0,-0.045
MICHIGAN,6,1978,56.73,43.27,0.0,-0.045
MICHIGAN,7,1978,77.87,22.13,0.0,-0.045
MICHIGAN,8,1978,66.57,33.43,0.0,-0.045
MICHIGAN,9,1978,30.4,69.6,0.0,-0.045
MICHIGAN,10,1978,51.48,48.52,0.0,-0.045
MICHIGAN,11,1978,45.08,54.92,0.0,-0.045
MICHIGAN,12,1978,54.91,45.09,0.0,-0.045
MICHIGAN,13,1978,79.21,20.79,0.0,-0.045
MICHIGAN,14,1978,67.36,32.64,0.0,-0.045
MICHIGAN,15,1978,80.41,19.59,0.0,-0.045
MICHIGAN,16,1978,77.68,22.32,0.0,-0.045
MICHIGAN,17,1978,100.0,0.0,0.0,-0.045
MICHIGAN,18,1978,75.38,24.62,0.0,-0.045
MICHIGAN,19,1978,28.71,71.29,0.0,-0.045
MINNESOTA,1,1978,43.07,56.93,-0.062,0.018
MINNESOTA,2,1978,29.61,70.39,-0.062,0.018
MINNESOTA,3,1978,34.27,65.73,-0.062,0.018
MINNESOTA,4,1978,58.04,41.96,-0.062,0.018
MINNESOTA,5,1978,62.33,37.67,-0.062,0.018
MINNESOTA,6,1978,55.28,44.72,-0.062,0.018
MINNESOTA,7,1978,46.61,53.39,-0.062,0.018
MINNESOTA,8,1978,100.0,0.0,-0.062,0.018
MISSOURI,1,1978,68.03,31.97,0.097,0.075
MISSOURI,2,1978,56.42,43.58,0.097,0.075
MISSOURI,3,1978,81.89,18.11,0.097,0.075
MISSOURI,4,1978,72.8,27.2,0.097,0.075
MISSOURI,5,1978,73.01,26.99,0.097,0.075
MISSOURI,6,1978,44.06,55.94,0.097,0.075
MISSOURI,7,1978,38.82,61.18,0.097,0.075
MISSOURI,8,1978,60.46,39.54,0.097,0.075
MISSOURI,9,1978,74.69,25.31,0.097,0.075
MISSOURI,10,1978,65.3,34.7,0.097,0.075
NEW JERSEY,1,1978,79.8,20.2,0.061,0.016
NEW JERSEY,2,1978,66.43,33.57,0.061,0.016
NEW JERSEY,3,1978,56.29,43.71,0.061,0.016
NEW JERSEY,4,1978,62.34,37.66,0.061,0.016
NEW JERSEY,5,1978,27.45,72.55,0.061,0.016
NEW JERSEY,6,1978,38.87,61.13,0.061,0.016
NEW JERSEY,7,1978,52.98,47.02,0.061,0.016
NEW JERSEY,8,1978,74.46,25.54,0.061,0.016
NEW JERSEY,9,1978,43.64,56.36,0.061,0.016
NEW JERSEY,10,1978,87.23,12.77,0.061,0.016
NEW JERSEY,11,1978,71.24,28.76,0.061,0.016
NEW JERSEY,12,1978,26.63,73.37,0.061,0.016
NEW JERSEY,13,1978,48.16,51.84,0.061,0.016
NEW JERSEY,14,1978,75.83,24.17,0.061,0.016
NEW JERSEY,15,1978,51.3,48.7,0.061,0.016
NEW YORK,1,1978,47.06,52.94,0.054,0.006
NEW YORK,2,1978,59.68,40.32,0.054,0.006
NEW YORK,3,1978,56.41,43.59,0.054,0.006
NEW YORK,4,1978,36.69,63.31,0.054,0.006
NEW YORK,5,1978,43.2,56.8,0.054,0.006
NEW YORK,6,1978,62.78,37.22,0.054,0.006
NEW YORK,7,1978,81.15,18.85,0.054,0.006
NEW YORK,8,1978,81.98,18.02,0.054,0.006
NEW YORK,9,1978,61.54,38.46,0.054,0.006
NEW YORK,10,1978,68.81,31.19,0.054,0.006
NEW YORK,11,1978,82.34,17.66,0.054,0.006
NEW YORK,12,1978,85.67,14.33,0.054,0.006
NEW YORK,13,1978,83.74,16.26,0.054,0.006
NEW YORK,14,1978,79.44,20.56,0.054,0.006
NEW YORK,15,1978,67.53,32.47,0.054,0.006
NEW YORK,16,1978,85.4,14.6,0.054,0.006
NEW YORK,17,1978,68.39,31.61,0.054,0.006
NEW YORK,18,1978,45.5,54.5,0.054,0.006
NEW YORK,19,1978,89.55,10.45,0.054,0.006
NEW YORK,20,1978,83.13,16.87,0.054,0.006
NEW YORK,21,1978,92.62,7.38,0.054,0.006
NEW YORK,22,1978,86.34,13.66,0.054,0.006
NEW YORK,23,1978,57.49,42.51,0.054,0.006
NEW YORK,24,1978,60.68,39.32,0.054,0.006
NEW YORK,25,1978,21.4,78.6,0.054,0.006
NEW YORK,26,1978,30.97,69.03,0.054,0.006
NEW YORK,27,1978,57.97,42.03,0.054,0.006
NEW YORK,28,1978,80.83,19.17,0.054,0.006
NEW YORK,29,1978,47.06,52.94,0.054,0.006
NEW YORK,30,1978,39.75,60.25,0.054,0.006
NEW YORK,31,1978,0.0,100.0,0.054,0.006
NEW YORK,32,1978,55.68,44.32,0.054,0.006
NEW YORK,33,1978,41.4,58.6,0.054,0.006
NEW YORK,34,1978,49.44,50.56,0.054,0.006
NEW YORK,35,1978,27.48,72.52,0.054,0.006
NEW YORK,36,1978,75.54,24.46,0.054,0.006
NEW YORK,37,1978,79.33,20.67,0.054,0.006
NEW YORK,38,1978,0.0,100.0,0.054,0.006
NEW YORK,39,1978,60.25,39.75,0.054,0.006
NORTH CAROLINA,1,1978,80.11,19.89,0.103,0.034
NORTH CAROLINA,2,1978,79.46,20.54,0.103,0.034
NORTH CAROLINA,3,1978,71.08,28.92,0.103,0.034
NORTH CAROLINA,4,1978,100.0,0.0,0.103,0.034
NORTH CAROLINA,5,1978,54.18,45.82,0.103,0.034
NORTH CAROLINA,6,1978,68.4,31.6,0.103,0.034
NORTH CAROLINA,7,1978,69.88,30.12,0.103,0.034
NORTH CAROLINA,8,1978,58.97,41.03,0.103,0.034
NORTH CAROLINA,9,1978,31.03,68.97,0.103,0.034
NORTH CAROLINA,10,1978,0.0,100.0,0.103,0.034
NORTH CAROLINA,11,1978,53.41,46.59,0.103,0.034
OHIO,1,1978,34.45,65.55,-0.049,-0.078
OHIO,2,1978,52.36,47.64,-0.049,-0.078
OHIO,3,1978,54.8,45.2,-0.049,-0.078
OHIO,4,1978,31.5,68.5,-0.049,-0.078
OHIO,5,1978,37.38,62.62,-0.049,-0.078
OHIO,6,1978,35.11,64.89,-0.049,-0.078
OHIO,7,1978,0.0,100.0,-0.049,-0.078
OHIO,8,1978,28.59,71.41,-0.049,-0.078
OHIO,9,1978,67.63,32.37,-0.049,-0.078
OHIO,10,1978,26.08,73.92,-0.049,-0.078
OHIO,11,1978,29.36,70.64,-0.049,-0.078
OHIO,12,1978,43.06,56.94,-0.049,-0.078
OHIO,13,1978,65.15,34.85,-0.049,-0.078
OHIO,14,1978,72.45,27.55,-0.049,-0.078
OHIO,15,1978,28.9,71.1,-0.049,-0.078
OHIO,16,1978,21.99,78.01,-0.049,-0.078
OHIO,17,1978,32.62,67.38,-0.049,-0.078
OHIO,18,1978,59.5,40.5,-0.049,-0.078
OHIO,19,1978,49.33,50.67,-0.049,-0.078
OHIO,20,1978,100.0,0.0,-0.049,-0.078
OHIO,21,1978,86.08,13.92,-0.049,-0.078
OHIO,22,1978,73.89,26.11,-0.049,-0.078
OHIO,23,1978,74.77,25.23,-0.049,-0.078
PENNSYLVANIA,1,1978,73.36,26.64,0.023,0.027
PENNSYLVANIA,2,1978,83.72,16.28,0.023,0.027
PENNSYLVANIA,3,1978,71.82,28.18,0.023,0.027
PENNSYLVANIA,4,1978,44.22,55.78,0.023,0.027
PENNSYLVANIA,5,1978,24.92,75.08,0.023,0.027
PENNSYLVANIA,6,1978,73.82,26.18,0.023,0.027
PENNSYLVANIA,7,1978,50.43,49.57,0.023,0.027
PENNSYLVANIA,8,1978,61.13,38.87,0.023,0.027
PENNSYLVANIA,9,1978,25.09,74.91,0.023,0.027
PENNSYLVANIA,10,1978,23.54,76.46,0.023,0.027
PENNSYLVANIA,11,1978,57.54,42.46,0.023,0.027
PENNSYLVANIA,12,1978,68.72,31.28,0.023,0.027
PENNSYLVANIA,13,1978,29.49,70.51,0.023,0.027
PENNSYLVANIA,14,1978,57.63,42.37,0.023,0.027
PENNSYLVANIA,15,1978,46.81,53.19,0.023,0.027
PENNSYLVANIA,16,1978,22.96,77.04,0.023,0.027
PENNSYLVANIA,17,1978,59.64,40.36,0.023,0.027
PENNSYLVANIA,18,1978,57.57,42.43,0.023,0.027
PENNSYLVANIA,19,1978,21.33,78.67,0.023,0.027
PENNSYLVANIA,20,1978,72.14,27.86,0.023,0.027
PENNSYLVANIA,21,1978,52.9,47.1,0.023,0.027
PENNSYLVANIA,22,1978,71.59,28.41,0.023,0.027
PENNSYLVANIA,23,1978,45.72,54.28,0.023,0.027
PENNSYLVANIA,24,1978,35.97,64.03,0.023,0.027
PENNSYLVANIA,25,1978,52.35,47.65,0.023,0.027
TENNESSEE,1,1978,35.49,64.51,0.054,0.117
TENNESSEE,2,1978,18.15,81.85,0.054,0.117
TENNESSEE,3,1978,100.0,0.0,0.054,0.117
TENNESSEE,4,1978,100.0,0.0,0.054,0.117
TENNESSEE,5,1978,59.2,40.8,0.054,0.117
TENNESSEE,6,1978,25.36,74.64,0.054,0.117
TENNESSEE,7,1978,72.9,27.1,0.054,0.117
TENNESSEE,8,1978,70.57,29.43,0.054,0.117
TEXAS,1,1978,78.07,21.93,0.16,0.098
TEXAS,2,1978,70.09,29.91,0.16,0.098
TEXAS,3,1978,0.0,100.0,0.16,0.098
TEXAS,4,1978,61.46,38.54,0.16,0.098
TEXAS,5,1978,50.61,49.39,0.16,0.098
TEXAS,6,1978,65.1,34.9,0.16,0.098
TEXAS,7,1978,14.88,85.12,0.16,0.098
TEXAS,8,1978,61.51,38.49,0.16,0.098
TEXAS,9,1978,63.28,36.72,0.16,0.098
TEXAS,10,1978,76.32,23.68,0.16,0.098
TEXAS,11,1978,51.64,48.36,0.16,0.098
TEXAS,12,1978,68.5,31.5,0.16,0.098
TEXAS,13,1978,74.86,25.14,0.16,0.098
TEXAS,14,1978,72.45,27.55,0.16,0.098
TEXAS,15,1978,66.2,33.8,0.16,0.098
TEXAS,16,1978,70.01,29.99,0.16,0.098
TEXAS,17,1978,68.12,31.88,0.16,0.098
TEXAS,18,1978,100.0,0.0,0.16,0.098
TEXAS,19,1978,53.24,46.76,0.16,0.098
TEXAS,20,1978,100.0,0.0,0.16,0.098
TEXAS,21,1978,42.95,57.05,0.16,0.098
TEXAS,22,1978,49.44,50.56,0.16,0.098
TEXAS,23,1978,100.0,0.0,0.16,0.098
TEXAS,24,1978,54.06,45.94,0.16,0.098
VIRGINIA,1,1978,27.94,72.06,-0.073,-0.051
VIRGINIA,2,1978,0.0,100.0,-0.073,-0.051
VIRGINIA,3,1978,100.0,0.0,-0.073,-0.051
VIRGINIA,4,1978,0.0,100.0,-0.073,-0.051
VIRGINIA,5,1978,100.0,0.0,-0.073,-0.051
VIRGINIA,6,1978,0.0,100.0,-0.073,-0.051
VIRGINIA,7,1978,35.71,64.29,-0.073,-0.051
VIRGINIA,8,1978,95.52,4.48,-0.073,-0.051
VIRGINIA,9,1978,38.12,61.88,-0.073,-0.051
VIRGINIA,10,1978,53.35,46.65,-0.073,-0.051
WASHINGTON,1,1978,34.53,65.47,0.153,0.09
WASHINGTON,2,1978,51.39,48.61,0.153,0.09
WASHINGTON,3,1978,58.64,41.36,0.153,0.09
WASHINGTON,4,1978,61.15,38.85,0.153,0.09
WASHINGTON,5,1978,52.89,47.11,0.153,0.09
WASHINGTON,6,1978,61.95,38.05,0.153,0.09
WASHINGTON,7,1978,53.32,46.68,0.153,0.09
WISCONSIN,1,1978,54.49,45.51,0.053,0.068
WISCONSIN,2,1978,58.25,41.75,0.053,0.068
WISCONSIN,3,1978,62.8,37.2,0.053,0.068
WISCONSIN,4,1978,66.09,33.91,0.053,0.068
WISCONSIN,5,1978,73.81,26.19,0.053,0.068
WISCONSIN,6,1978,29.83,70.17,0.053,0.068
WISCONSIN,7,1978,62.77,37.23,0.053,0.068
WISCONSIN,8,1978,42.06,57.94,0.053,0.068
WISCONSIN,9,1978,38.85,61.15,0.053,0.068
ALABAMA,1,1980,0.0,100.0,-0.074,0.071
ALABAMA,2,1980,37.71,62.29,-0.074,0.071
ALABAMA,3,1980,100.0,0.0,-0.074,0.071
ALABAMA,4,1980,100.0,0.0,-0.074,0.071
ALABAMA,5,1980,100.0,0.0,-0.074,0.071
ALABAMA,6,1980,47.95,52.05,-0.074,0.071
ALABAMA,7,1980,73.88,26.12,-0.074,0.071
CALIFORNIA,1,1980,42.6,57.4,0.048,0.042
CALIFORNIA,2,1980,43.66,56.34,0.048,0.042
CALIFORNIA,3,1980,72.66,27.34,0.048,0.042
CALIFORNIA,4,1980,68.72,31.28,0.048,0.042
CALIFORNIA,5,1980,53.01,46.99,0.048,0.042
CALIFORNIA,6,1980,73.03,26.97,0.048,0.042
CALIFORNIA,7,1980,66.84,33.16,0.048,0.042
CALIFORNIA,8,1980,58.6,41.4,0.048,0.042
CALIFORNIA,9,1980,57.36,42.64,0.048,0.042
CALIFORNIA,10,1980,68.97,31.03,0.048,0.042
CALIFORNIA,11,1980,51.72,48.28,0.048,0.042
CALIFORNIA,12,1980,20.47,79.53,0.048,0.042
CALIFORNIA,13,1980,62.38,37.62,0.048,0.042
CALIFORNIA,14,1980,37.35,62.65,0.048,0.042
CALIFORNIA,15,1980,74.04,25.96,0.048,0.042
CALIFORNIA,16,1980,74.34,25.66,0.048,0.042
CALIFORNIA,17,1980,29.4,70.6,0.048,0.042
CALIFORNIA,18,1980,28.97,71.03,0.048,0.042
CALIFORNIA,19,1980,18.51,81.49,0.048,0.042
CALIFORNIA,20,1980,17.73,82.27,0.048,0.042
CALIFORNIA,21,1980,49.74,50.26,0.048,0.042
CALIFORNIA,22,1980,33.28,66.72,0.048,0.042
CALIFORNIA,23,1980,66.76,33.24,0.048,0.042
CALIFORNIA,24,1980,70.19,29.81,0.048,0.042
CALIFORNIA,25,1980,69.92,30.08,0.048,0.042
CALIFORNIA,26,1980,25.57,74.43,0.048,0.042
CALIFORNIA,27,1980,47.68,52.32,0.048,0.042
CALIFORNIA,28,1980,82.43,17.57,0.048,0.042
CALIFORNIA,29,1980,88.62,11.38,0.048,0.042
CALIFORNIA,30,1980,75.44,24.56,0.048,0.042
CALIFORNIA,31,1980,64.41,35.59,0.048,0.042
CALIFORNIA,32,1980,68.16,31.84,0.048,0.042
CALIFORNIA,33,1980,29.15,70.85,0.048,0.042
CALIFORNIA,34,1980,25.14,74.86,0.048,0.042
CALIFORNIA,35,1980,46.7,53.3,0.048,0.042
CALIFORNIA,36,1980,54.75,45.25,0.048,0.042
CALIFORNIA,37,1980,26.0,74.0,0.048,0.042
CALIFORNIA,38,1980,58.1,41.9,0.048,0.042
CALIFORNIA,39,1980,23.73,76.27,0.048,0.042
CALIFORNIA,40,1980,23.71,76.29,0.048,0.042
CALIFORNIA,41,1980,45.08,54.92,0.048,0.042
CALIFORNIA,42,1980,46.73,53.27,0.048,0.042
CALIFORNIA,43,1980,13.43,86.57,0.048,0.042
FLORIDA,1,1980,61.21,38.79,0.108,0.127
FLORIDA,2,1980,70.59,29.41,0.108,0.127
FLORIDA,3,1980,77.03,22.97,0.108,0.127
FLORIDA,4,1980,65.77,34.23,0.108,0.127
FLORIDA,5,1980,44.24,55.76,0.108,0.127
FLORIDA,6,1980,0.0,100.0,0.108,0.127
FLORIDA,7,1980,71.77,28.23,0.108,0.127
FLORIDA,8,1980,71.04,28.96,0.108,0.127
FLORIDA,9,1980,70.37,29.63,0.108,0.127
FLORIDA,10,1980,21.05,78.95,0.108,0.127
FLORIDA,11,1980,59.46,40.54,0.108,0.127
FLORIDA,12,1980,45.46,54.54,0.108,0.127
FLORIDA,13,1980,74.9,25.1,0.108,0.127
FLORIDA,14,1980,74.95,25.05,0.108,0.127
FLORIDA,15,1980,65.37,34.63,0.108,0.127
GEORGIA,1,1980,100.0,0.0,0.14,0.115
GEORGIA,2,1980,73.59,26.41,0.14,0.115
GEORGIA,3,1980,100.0,0.0,0.14,0.115
GEORGIA,4,1980,69.43,30.57,0.14,0.115
GEORGIA,5,1980,74.04,25.96,0.14,0.115
GEORGIA,6,1980,40.94,59.06,0.14,0.115
GEORGIA,7,1980,68.12,31.88,0.14,0.115
GEORGIA,8,1980,74.59,25.41,0.14,0.115
GEORGIA,9,1980,68.02,31.98,0.14,0.115
GEORGIA,10,1980,80.22,19.78,0.14,0.115
ILLINOIS,1,1980,95.48,4.52,-0.049,-0.078
ILLINOIS,2,1980,88.16,11.84,-0.049,-0.078
ILLINOIS,3,1980,68.9,31.1,-0.049,-0.078
ILLINOIS,4,1980,32.03,67.97,-0.049,-0.078
ILLINOIS,5,1980,79.64,20.36,-0.049,-0.078
ILLINOIS,6,1980,33.03,66.97,-0.049,-0.078
ILLINOIS,7,1980,85.08,14.92,-0.049,-0.078
ILLINOIS,8,1980,84.67,15.33,-0.049,-0.078
ILLINOIS,9,1980,73.08,26.92,-0.049,-0.078
ILLINOIS,10,1980,39.26,60.74,-0.049,-0.078
ILLINOIS,11,1980,69.8,30.2,-0.049,-0.078
ILLINOIS,12,1980,25.91,74.09,-0.049,-0.078
ILLINOIS,13,1980,28.35,71.65,-0.049,-0.078
ILLINOIS,14,1980,23.21,76.79,-0.049,-0.078
ILLINOIS,15,1980,23.25,76.75,-0.049,-0.078
ILLINOIS,16,1980,32.58,67.42,-0.049,-0.078
ILLINOIS,17,1980,34.17,65.83,-0.049,-0.078
ILLINOIS,18,1980,37.85,62.15,-0.049,-0.078
ILLINOIS,19,1980,26.63,73.37,-0.049,-0.078
ILLINOIS,20,1980,43.99,56.01,-0.049,-0.078
ILLINOIS,21,1980,32.44,67.56,-0.049,-0.078
ILLINOIS,22,1980,31.15,68.85,-0.049,-0.078
ILLINOIS,23,1980,64.38,35.62,-0.049,-0.078
ILLINOIS,24,1980,50.44,49.56,-0.049,-0.078
INDIANA,1,1980,72.01,27.99,0.087,-0.002
INDIANA,2,1980,54.06,45.94,0.087,-0.002
INDIANA,3,1980,45.02,54.98,0.087,-0.002
INDIANA,4,1980,39.24,60.76,0.087,-0.002
INDIANA,5,1980,38.3,61.7,0.087,-0.002
INDIANA,6,1980,50.2,49.8,0.087,-0.002
INDIANA,7,1980,33.41,66.59,0.087,-0.002
INDIANA,8,1980,44.84,55.16,0.087,-0.002
INDIANA,9,1980,64.37,35.63,0.087,-0.002
INDIANA,10,1980,53.37,46.63,0.087,-0.002
INDIANA,11,1980,57.25,42.75,0.087,-0.002
KENTUCKY,1,1980,100.0,0.0,0.048,0.116
KENTUCKY,2,1980,65.67,34.33,0.048,0.116
KENTUCKY,3,1980,64.78,35.22,0.048,0.116
KENTUCKY,4,1980,33.02,66.98,0.048,0.116
KENTUCKY,5,1980,32.52,67.48,0.048,0.116
KENTUCKY,6,1980,40.75,59.25,0.048,0.116
KENTUCKY,7,1980,100.0,0.0,0.048,0.116
MARYLAND,1,1980,51.75,48.25,-0.017,0.043
MARYLAND,2,1980,57.36,42.64,-0.017,0.043
MARYLAND,3,1980,76.13,23.87,-0.017,0.043
MARYLAND,4,1980,28.14,71.86,-0.017,0.043
MARYLAND,5,1980,80.5,19.5,-0.017,0.043
MARYLAND,6,1980,69.9,30.1,-0.017,0.043
MARYLAND,7,1980,88.47,11.53,-0.017,0.043
MARYLAND,8,1980,59.33,40.67,-0.017,0.043
MASSACHUSETTS,1,1980,25.1,74.9,0.094,0.127
MASSACHUSETTS,2,1980,75.74,24.26,0.094,0.127
MASSACHUSETTS,3,1980,72.31,27.69,0.094,0.127
MASSACHUSETTS,4,1980,51.9,48.1,0.094,0.127
MASSACHUSETTS,5,1980,65.97,34.03,0.094,0.127
MASSACHUSETTS,6,1980,51.91,48.09,0.094,0.127
MASSACHUSETTS,7,1980,100.0,0.0,0.094,0.127
MASSACHUSETTS,8,1980,78.39,21.61,0.094,0.127
MASSACHUSETTS,9,1980,100.0,0.0,0.094,0.127
MASSACHUSETTS,10,1980,39.38,60.62,0.094,0.127
MASSACHUSETTS,11,1980,100.0,0.0,0.094,0.127
MASSACHUSETTS,12,1980,73.22,26.78,0.094,0.127
MICHIGAN,1,1980,95.18,4.82,0.0,-0.045
MICHIGAN,2,1980,41.96,58.04,0.0,-0.045
MICHIGAN,3,1980,52.43,47.57,0.0,-0.045
MICHIGAN,4,1980,24.29,75.71,0.0,-0.045
MICHIGAN,5,1980,46.29,53.71,0.0,-0.045
MICHIGAN,6,1980,49.38,50.62,0.0,-0.045
MICHIGAN,7,1980,100.0,0.0,0.0,-0.045
MICHIGAN,8,1980,61.72,38.28,0.0,-0.045
MICHIGAN,9,1980,0.0,100.0,0.0,-0.045
MICHIGAN,10,1980,53.24,46.76,0.0,-0.045
MICHIGAN,11,1980,34.06,65.94,0.0,-0.045
MICHIGAN,12,1980,55.34,44.66,0.0,-0.045
MICHIGAN,13,1980,92.49,7.51,0.0,-0.045
MICHIGAN,14,1980,53.55,46.45,0.0,-0.045
MICHIGAN,15,1980,68.15,31.85,0.0,-0.045
MICHIGAN,16,1980,71.24,28.76,0.0,-0.045
MICHIGAN,17,1980,74.21,25.79,0.0,-0.045
MICHIGAN,18,1980,66.43,33.57,0.0,-0.045
MICHIGAN,19,1980,26.29,73.71,0.0,-0.045
MINNESOTA,1,1980,28.22,71.78,-0.062,0.018
MINNESOTA,2,1980,39.36,60.64,-0.062,0.018
MINNESOTA,3,1980,24.39,75.61,-0.062,0.018
MINNESOTA,4,1980,59.08,40.92,-0.062,0.018
MINNESOTA,5,1980,72.4,27.6,-0.062,0.018
MINNESOTA,6,1980,47.33,52.67,-0.062,0.018
MINNESOTA,7,1980,47.87,52.13,-0.062,0.018
MINNESOTA,8,1980,71.58,28.42,-0.062,0.018
MISSOURI,1,1980,70.24,29.76,0.097,0.075
MISSOURI,2,1980,64.45,35.55,0.097,0.075
MISSOURI,3,1980,77.62,22.38,0.097,0.075
MISSOURI,4,1980,67.82,32.18,0.097,0.075
MISSOURI,5,1980,70.11,29.89,0.097,0.075
MISSOURI,6,1980,29.36,70.64,0.097,0.075
MISSOURI,7,1980,32.22,67.78,0.097,0.075
MISSOURI,8,1980,42.86,57.14,0.097,0.075
MISSOURI,9,1980,56.45,43.55,0.097,0.075
MISSOURI,10,1980,44.85,55.15,0.097,0.075
NEW JERSEY,1,1980,77.76,22.24,0.061,0.016
NEW JERSEY,2,1980,58.25,41.75,0.061,0.016
NEW JERSEY,3,1980,50.5,49.5,0.061,0.016
NEW JERSEY,4,1980,41.77,58.23,0.061,0.016
NEW JERSEY,5,1980,20.92,79.08,0.061,0.016
NEW JERSEY,6,1980,42.3,57.7,0.061,0.016
NEW JERSEY,7,1980,47.84,52.16,0.061,0.016
NEW JERSEY,8,1980,68.15,31.85,0.061,0.016
NEW JERSEY,9,1980,39.34,60.66,0.061,0.016
NEW JERSEY,10,1980,86.61,13.39,0.061,0.016
NEW JERSEY,11,1980,64.76,35.24,0.061,0.016
NEW JERSEY,12,1980,21.32,78.68,0.061,0.016
NEW JERSEY,13,1980,26.9,73.1,0.061,0.016
NEW JERSEY,14,1980,65.59,34.41,0.061,0.016
NEW JERSEY,15,1980,54.95,45.05,0.061,0.016
NEW YORK,1,1980,48.3,51.7,0.054,0.006
NEW YORK,2,1980,62.11,37.89,0.054,0.006
NEW YORK,3,1980,50.17,49.83,0.054,0.006
NEW YORK,4,1980,36.0,64.0,0.054,0.006
NEW YORK,5,1980,45.09,54.91,0.054,0.006
NEW YORK,6,1980,50.85,49.15,0.054,0.006
NEW YORK,7,1980,79.28,20.72,0.054,0.006
NEW YORK,8,1980,79.06,20.94,0.054,0.006
NEW YORK,9,1980,64.93,35.07,0.054,0.006
NEW YORK,10,1980,62.23,37.77,0.054,0.006
NEW YORK,11,1980,78.52,21.48,0.054,0.006
NEW YORK,12,1980,91.12,8.88,0.054,0.006
NEW YORK,13,1980,82.21,17.79,0.054,0.006
NEW YORK,14,1980,85.72,14.28,0.054,0.006
NEW YORK,15,1980,56.85,43.15,0.054,0.006
NEW YORK,16,1980,82.32,17.68,0.054,0.006
NEW YORK,17,1980,44.41,55.59,0.054,0.006
NEW YORK,18,1980,41.76,58.24,0.054,0.006
NEW YORK,19,1980,90.87,9.13,0.054,0.006
NEW YORK,20,1980,83.79,16.21,0.054,0.006
NEW YORK,21,1980,94.04,5.96,0.054,0.006
NEW YORK,22,1980,86.4,13.6,0.054,0.006
NEW YORK,23,1980,60.98,39.02,0.054,0.006
NEW YORK,24,1980,65.43,34.57,0.054,0.006
NEW YORK,25,1980,21.48,78.52,0.054,0.006
NEW YORK,26,1980,20.29,79.71,0.054,0.006
NEW YORK,27,1980,57.78,42.22,0.054,0.006
NEW YORK,28,1980,81.4,18.6,0.054,0.006
NEW YORK,29,1980,34.56,65.44,0.054,0.006
NEW YORK,30,1980,33.28,66.72,0.054,0.006
NEW YORK,31,1980,22.5,77.5,0.054,0.006
NEW YORK,32,1980,34.73,65.27,0.054,0.006
NEW YORK,33,1980,23.62,76.38,0.054,0.006
NEW YORK,34,1980,22.13,77.87,0.054,0.006
NEW YORK,35,1980,23.5,76.5,0.054,0.006
NEW YORK,36,1980,73.42,26.58,0.054,0.006
NEW YORK,37,1980,85.98,14.02,0.054,0.006
NEW YORK,38,1980,20.11,79.89,0.054,0.006
NEW YORK,39,1980,57.56,42.44,0.054,0.006
NORTH CAROLINA,1,1980,100.0,0.0,0.103,0.034
NORTH CAROLINA,2,1980,73.42,26.58,0.103,0.034
NORTH CAROLINA,3,1980,68.3,31.7,0.103,0.034
NORTH CAROLINA,4,1980,53.45,46.55,0.103,0.034
NORTH CAROLINA,5,1980,51.09,48.91,0.103,0.034
NORTH CAROLINA,6,1980,48.94,51.06,0.103,0.034
NORTH CAROLINA,7,1980,68.74,31.26,0.103,0.034
NORTH CAROLINA,8,1980,58.53,41.47,0.103,0.034
NORTH CAROLINA,9,1980,41.41,58.59,0.103,0.034
NORTH CAROLINA,10,1980,30.29,69.71,0.103,0.034
NORTH CAROLINA,11,1980,46.49,53.51,0.103,0.034
OHIO,1,1980,23.69,76.31,-0.049,-0.078
OHIO,2,1980,58.72,41.28,-0.049,-0.078
OHIO,3,1980,58.89,41.11,-0.049,-0.078
OHIO,4,1980,27.66,72.34,-0.049,-0.078
OHIO,5,1980,29.64,70.36,-0.049,-0.078
OHIO,6,1980,45.4,54.6,-0.049,-0.078
OHIO,7,1980,23.88,76.12,-0.049,-0.078
OHIO,8,1980,24.03,75.97,-0.049,-0.078
OHIO,9,1980,41.49,58.51,-0.049,-0.078
OHIO,10,1980,25.63,74.37,-0.049,-0.078
OHIO,11,1980,28.5,71.5,-0.049,-0.078
OHIO,12,1980,52.56,47.44,-0.049,-0.078
OHIO,13,1980,63.82,36.18,-0.049,-0.078
OHIO,14,1980,64.87,35.13,-0.049,-0.078
